TFBS_chr	TFBS_start	TFBS_end	TFBS_name	TFBS_score	TFBS_strand	peak_chr	peak_start	peak_end	additional_1	additional_2	additional_3	WT_Stem_footprints_score	AhRKO_Diff_footprints_score	WT_Diff_footprints_score	AhRKO_Stem_footprints_score	WT_Stem_footprints_bound	AhRKO_Diff_footprints_bound	WT_Diff_footprints_bound	AhRKO_Stem_footprints_bound	WT_Stem_footprints_AhRKO_Diff_footprints_log2fc	WT_Stem_footprints_WT_Diff_footprints_log2fc	WT_Stem_footprints_AhRKO_Stem_footprints_log2fc	AhRKO_Diff_footprints_WT_Diff_footprints_log2fc	AhRKO_Diff_footprints_AhRKO_Stem_footprints_log2fc	WT_Diff_footprints_AhRKO_Stem_footprints_log2fc
1	5408819	5408827	_TEAD3_MA0808.1	9.25013	+	1	5408529	5409016	Interval_56	0	+	0.08451	0.2622	0.10187	0.09359	0	0	0	0	-1.29893	-0.19243	-0.10384	1.10651	1.19509	0.08859
1	5518595	5518603	_TEAD3_MA0808.1	8.80241	-	1	5518123	5519187	Interval_58	0	+	0.24522	0.37134	0.23859	0.18398	0	1	0	0	-0.5327	0.03428	0.35268	0.56698	0.88539	0.31841
1	5619510	5619518	_TEAD3_MA0808.1	9.25013	-	1	5619387	5619599	Interval_60	0	+	0.04395	0.12571	0.10409	0.02653	0	0	0	0	-1.0058	-0.80033	0.34883	0.20548	1.35463	1.14916
1	6287893	6287901	_TEAD3_MA0808.1	8.80241	-	1	6286891	6288292	Interval_66	0	+	0.01493	0.04143	0.03372	0.02233	0	0	0	0	-0.59337	-0.4444	-0.19165	0.14897	0.40172	0.25275
1	6288176	6288184	_TEAD3_MA0808.1	8.49316	-	1	6286891	6288292	Interval_66	0	+	0.0315	0.05617	0.09182	0.03098	0	0	0	0	-0.44289	-0.90964	0.01097	-0.46675	0.45386	0.92061
1	7373623	7373631	_TEAD3_MA0808.1	9.25013	-	1	7373444	7374044	Interval_95	0	+	0.07835	0.12278	0.1131	0.05007	0	0	0	0	-0.46953	-0.37945	0.40514	0.09007	0.87466	0.78459
1	7489107	7489115	_TEAD3_MA0808.1	9.25013	-	1	7488758	7489122	Interval_100	0	+	0.06806	0.03904	0.04665	0.0513	0	0	0	0	0.46557	0.32823	0.25032	-0.13734	-0.21524	-0.07791
1	7496028	7496036	_TEAD3_MA0808.1	8.49316	-	1	7495257	7496238	Interval_101	0	+	0.51035	0.08938	0.15825	0.59101	1	0	0	1	2.11332	1.4864	-0.19827	-0.62693	-2.3116	-1.68467
1	7497689	7497697	_TEAD3_MA0808.1	8.80241	+	1	7497625	7500908	Interval_102	0	+	0.81846	0.72745	0.793	0.89002	1	1	1	1	0.16225	0.04358	-0.11588	-0.11867	-0.27813	-0.15946
1	7498709	7498717	_TEAD3_MA0808.1	8.80241	-	1	7497625	7500908	Interval_102	0	+	1.50209	0.79606	0.60626	1.10678	1	1	1	1	0.88546	1.2584	0.42822	0.37294	-0.45724	-0.83018
1	7498756	7498764	_TEAD3_MA0808.1	8.80241	+	1	7497625	7500908	Interval_102	0	+	1.35417	0.75741	0.59689	1.2435	1	1	1	1	0.80822	1.1338	0.11958	0.32558	-0.68864	-1.01422
1	7499792	7499800	_TEAD3_MA0808.1	8.94088	-	1	7497625	7500908	Interval_102	0	+	0.05173	0.05278	0.07805	0.08613	0	0	0	0	-0.01694	-0.37419	-0.47198	-0.35724	-0.45504	-0.09779
1	7502108	7502116	_TEAD3_MA0808.1	9.25013	+	1	7502086	7502988	Interval_103	0	+	0.29666	0.17613	0.15758	0.22152	0	0	0	0	0.64626	0.77753	0.36791	0.13127	-0.27836	-0.40963
1	7502548	7502556	_TEAD3_MA0808.1	8.49316	-	1	7502086	7502988	Interval_103	0	+	0.99515	0.86982	0.71663	0.93775	1	1	1	1	0.18673	0.45364	0.08254	0.26691	-0.1042	-0.37111
1	7502603	7502611	_TEAD3_MA0808.1	8.49316	-	1	7502086	7502988	Interval_103	0	+	1.01154	1.0712	0.89384	0.91462	1	1	1	1	-0.07982	0.17175	0.1399	0.25157	0.21973	-0.03185
1	7591507	7591515	_TEAD3_MA0808.1	8.80241	-	1	7591436	7591983	Interval_112	0	+	0.03968	0.0239	0.07146	0.03409	0	0	0	0	0.33165	-0.49938	0.10897	-0.83103	-0.22268	0.60835
1	8913991	8913999	_TEAD3_MA0808.1	8.80241	-	1	8913824	8914589	Interval_124	0	+	0.03739	0.14432	0.12704	0.03731	0	0	0	0	-1.28357	-1.13921	0.00155	0.14436	1.28512	1.14076
1	8918297	8918305	_TEAD3_MA0808.1	8.49316	-	1	8918041	8919172	Interval_125	0	+	0.03303	0.08566	0.08697	0.04482	0	0	0	0	-0.80724	-0.82255	-0.22402	-0.01531	0.58322	0.59853
1	8918519	8918527	_TEAD3_MA0808.1	9.25013	-	1	8918041	8919172	Interval_125	0	+	0.00787	0.0233	0.04738	0.00772	0	0	0	0	-0.42513	-0.9088	0.00481	-0.48368	0.42994	0.91362
1	9013205	9013213	_TEAD3_MA0808.1	8.80241	+	1	9013128	9015356	Interval_129	0	+	0.0355	0.26096	0.17985	0.04413	0	0	0	0	-2.03672	-1.57858	-0.16192	0.45814	1.87479	1.41665
1	9023503	9023511	_TEAD3_MA0808.1	9.25013	+	1	9022977	9024095	Interval_131	0	+	0.25238	0.35756	0.21805	0.28097	0	1	0	0	-0.44707	0.18208	-0.13586	0.62915	0.31122	-0.31794
1	9208627	9208635	_TEAD3_MA0808.1	8.49316	+	1	9207839	9209903	Interval_138	0	+	0.64781	0.23806	0.19994	0.50851	1	0	0	1	1.31547	1.53056	0.32801	0.21509	-0.98745	-1.20255
1	9367273	9367281	_TEAD3_MA0808.1	8.49316	-	1	9366909	9367958	Interval_147	0	+	0.08954	0.15106	0.23219	0.06993	0	0	0	0	-0.57102	-1.08809	0.2426	-0.51707	0.81362	1.33069
1	9520767	9520775	_TEAD3_MA0808.1	8.49316	+	1	9520407	9521194	Interval_149	0	+	0.07679	0.27439	0.35249	0.07097	0	0	1	0	-1.45109	-1.77381	0.07564	-0.32272	1.52673	1.84945
1	9534477	9534485	_TEAD3_MA0808.1	9.25013	+	1	9534301	9536590	Interval_151	0	+	0.0856	0.1911	0.19958	0.07599	0	0	0	0	-0.89486	-0.94748	0.11761	-0.05263	1.01247	1.06509
1	9535887	9535895	_TEAD3_MA0808.1	8.80241	+	1	9534301	9536590	Interval_151	0	+	0.13585	0.19986	0.23813	0.1501	0	0	0	0	-0.45416	-0.67011	-0.11419	-0.21595	0.33997	0.55592
1	9755805	9755813	_TEAD3_MA0808.1	8.49316	-	1	9755069	9756286	Interval_163	0	+	0.43292	0.12375	0.11658	0.4276	1	0	0	1	1.54667	1.61244	0.01642	0.06576	-1.53025	-1.59602
1	9847989	9847997	_TEAD3_MA0808.1	8.3798	-	1	9847717	9849809	Interval_167	0	+	0.09051	0.10445	0.08773	0.09782	0	0	0	0	-0.14951	0.03176	-0.08033	0.18127	0.06918	-0.11209
1	9848714	9848722	_TEAD3_MA0808.1	8.94088	-	1	9847717	9849809	Interval_167	0	+	0.15814	0.14657	0.10729	0.15452	0	0	0	0	0.08811	0.43513	0.02699	0.34703	-0.06111	-0.40814
1	9947762	9947770	_TEAD3_MA0808.1	8.80241	-	1	9947205	9948125	Interval_171	0	+	0.69333	0.26801	0.20982	0.58119	1	0	0	1	1.25926	1.56448	0.24044	0.30522	-1.01882	-1.32404
1	10142692	10142700	_TEAD3_MA0808.1	8.80241	+	1	10142443	10143692	Interval_182	0	+	0.0273	0.0776	0.15505	0.02394	0	0	0	0	-0.83218	-1.57626	0.07724	-0.74408	0.90942	1.6535
1	10169310	10169318	_TEAD3_MA0808.1	8.94088	-	1	10169224	10171381	Interval_183	0	+	0.08051	0.0345	0.06625	0.07165	0	0	0	0	0.71554	0.18638	0.11294	-0.52916	-0.6026	-0.07344
1	10170320	10170328	_TEAD3_MA0808.1	9.25013	-	1	10169224	10171381	Interval_183	0	+	0.85736	0.43354	0.19024	0.88594	1	1	0	1	0.92631	1.9759	-0.04537	1.04959	-0.97168	-2.02127
1	10170379	10170387	_TEAD3_MA0808.1	8.80241	+	1	10169224	10171381	Interval_183	0	+	0.5533	0.28047	0.2838	0.61192	1	0	0	1	0.8945	0.87945	-0.13656	-0.01505	-1.03106	-1.01601
1	10197882	10197890	_TEAD3_MA0808.1	8.80241	-	1	10197737	10198430	Interval_185	0	+	0.01598	0.04781	0.0346	0.01528	0	0	0	0	-0.67719	-0.43341	0.01913	0.24379	0.69633	0.45254
1	10247395	10247403	_TEAD3_MA0808.1	8.94088	+	1	10247364	10248800	Interval_187	0	+	0.07261	0.06129	0.08597	0.05839	0	0	0	0	0.15703	-0.1657	0.20016	-0.32273	0.04314	0.36587
1	10247874	10247882	_TEAD3_MA0808.1	8.80241	+	1	10247364	10248800	Interval_187	0	+	0.17143	0.23383	0.21878	0.16795	0	0	0	0	-0.37758	-0.29514	0.02427	0.08244	0.40185	0.31941
1	10285299	10285307	_TEAD3_MA0808.1	8.80241	+	1	10284736	10286276	Interval_192	0	+	0.15328	0.13569	0.09678	0.22696	0	0	0	0	0.13982	0.50776	-0.47186	0.36794	-0.61168	-0.97963
1	10285703	10285711	_TEAD3_MA0808.1	8.49316	+	1	10284736	10286276	Interval_192	0	+	0.92154	0.58145	0.62945	0.9213	1	1	1	1	0.63205	0.52424	0.00036	-0.10781	-0.63169	-0.52388
1	10513971	10513979	_TEAD3_MA0808.1	9.25013	+	1	10512832	10514024	Interval_199	0	+	0.08334	0.09011	0.06746	0.09359	0	0	0	0	-0.07886	0.20388	-0.11778	0.28274	-0.03892	-0.32166
1	10593035	10593043	_TEAD3_MA0808.1	8.80241	-	1	10592421	10593589	Interval_202	0	+	0.06323	0.03868	0.05324	0.07757	0	0	0	0	0.4046	0.15123	-0.19263	-0.25338	-0.59724	-0.34386
1	12292029	12292037	_TEAD3_MA0808.1	8.94088	-	1	12291631	12292103	Interval_216	0	+	0.07915	0.03235	0.06316	0.1912	0	0	0	0	0.74271	0.21337	-0.97336	-0.52934	-1.71607	-1.18673
1	12424710	12424718	_TEAD3_MA0808.1	8.94088	-	1	12424565	12424986	Interval_223	0	+	0.07901	0.03319	0.06174	0.07662	0	0	0	0	0.72365	0.2322	0.02999	-0.49144	-0.69365	-0.20221
1	12658339	12658347	_TEAD3_MA0808.1	9.25013	+	1	12658003	12658785	Interval_227	0	+	0.04991	0.0321	0.06853	0.08255	0	0	0	0	0.33017	-0.2796	-0.45931	-0.60977	-0.78948	-0.17971
1	12991395	12991403	_TEAD3_MA0808.1	8.80241	+	1	12990338	12993223	Interval_231	0	+	0.08337	0.05509	0.08578	0.1707	0	0	0	0	0.38579	-0.02856	-0.78624	-0.41435	-1.17202	-0.75768
1	13291392	13291400	_TEAD3_MA0808.1	8.49316	-	1	13291286	13294090	Interval_245	0	+	0.05218	0.10562	0.05794	0.09519	0	0	0	0	-0.67644	-0.09014	-0.567	0.5863	0.10944	-0.47686
1	13291415	13291423	_TEAD3_MA0808.1	8.94088	+	1	13291286	13294090	Interval_245	0	+	0.05443	0.05816	0.0568	0.0907	0	0	0	0	-0.05759	-0.03686	-0.48132	0.02073	-0.42373	-0.44446
1	13301269	13301277	_TEAD3_MA0808.1	8.94088	+	1	13301192	13302570	Interval_246	0	+	0.17095	0.09275	0.07045	0.27318	0	0	0	0	0.67985	0.95156	-0.57651	0.27171	-1.25636	-1.52807
1	13305629	13305637	_TEAD3_MA0808.1	8.80241	-	1	13304564	13305764	Interval_247	0	+	0.52524	0.24872	0.28916	0.49235	1	0	0	1	0.9762	0.78532	0.08694	-0.19088	-0.88926	-0.69838
1	13309069	13309077	_TEAD3_MA0808.1	8.49316	-	1	13308917	13309246	Interval_248	0	+	0.4407	0.17898	0.23667	0.32514	1	0	0	1	1.14464	0.80332	0.39941	-0.34132	-0.74523	-0.40391
1	13457112	13457120	_TEAD3_MA0808.1	8.80241	+	1	13456530	13457575	Interval_259	0	+	0.52611	0.33236	0.21696	0.46677	1	1	0	1	0.60818	1.14833	0.1606	0.54015	-0.44757	-0.98772
1	15051516	15051524	_TEAD3_MA0808.1	8.80241	-	1	15051027	15051901	Interval_276	0	+	0.08759	0.11432	0.12494	0.05784	0	0	0	0	-0.2801	-0.37785	0.39305	-0.09776	0.67315	0.77091
1	15564167	15564175	_TEAD3_MA0808.1	8.80241	-	1	15563521	15564922	Interval_280	0	+	0.08	0.03986	0.10009	0.08027	0	0	0	0	0.6052	-0.22833	-0.00332	-0.83353	-0.60852	0.22501
1	15631519	15631527	_TEAD3_MA0808.1	9.25013	-	1	15630861	15632027	Interval_285	0	+	0.34477	0.37684	0.34767	0.23205	1	1	1	0	-0.11632	-0.01091	0.50458	0.10541	0.62091	0.5155
1	15631623	15631631	_TEAD3_MA0808.1	9.25013	+	1	15630861	15632027	Interval_285	0	+	0.11604	0.14547	0.08945	0.08949	0	0	0	0	-0.25351	0.27503	0.27458	0.52855	0.52809	-0.00046
1	15815207	15815215	_TEAD3_MA0808.1	8.49316	+	1	15814196	15815485	Interval_288	0	+	0.04504	0.08148	0.0712	0.01933	0	0	0	0	-0.5294	-0.39864	0.54117	0.13076	1.07057	0.93981
1	15936872	15936880	_TEAD3_MA0808.1	8.80241	+	1	15936424	15939057	Interval_294	0	+	0.61877	0.43585	0.12905	0.76948	1	1	0	1	0.47167	1.98056	-0.29838	1.50888	-0.77006	-2.27894
1	16023569	16023577	_TEAD3_MA0808.1	8.80241	-	1	16023382	16023628	Interval_297	0	+	0.03584	0.11286	0.09524	0.0196	0	0	0	0	-1.03922	-0.85897	0.36304	0.18026	1.40227	1.22201
1	16122177	16122185	_TEAD3_MA0808.1	8.49316	-	1	16121743	16124332	Interval_304	0	+	0.02098	0.0239	0.06838	0.02449	0	0	0	0	-0.0707	-0.86023	-0.08458	-0.78953	-0.01387	0.77565
1	16162040	16162048	_TEAD3_MA0808.1	8.94088	+	1	16161479	16162319	Interval_310	0	+	0.34005	0.14313	0.12402	0.4496	1	0	0	1	1.06506	1.22671	-0.36785	0.16165	-1.43291	-1.59456
1	16228895	16228903	_TEAD3_MA0808.1	8.94088	+	1	16227823	16229721	Interval_317	0	+	1.12028	0.76667	0.77737	1.25408	1	1	1	1	0.52598	0.5069	-0.15782	-0.01908	-0.6838	-0.66472
1	16229341	16229349	_TEAD3_MA0808.1	9.25013	+	1	16227823	16229721	Interval_317	0	+	0.09779	0.13963	0.10126	0.14175	0	0	0	0	-0.38962	-0.03663	-0.40682	0.35299	-0.0172	-0.37019
1	16796634	16796642	_TEAD3_MA0808.1	8.49316	+	1	16796025	16798580	Interval_338	0	+	0.31473	0.08081	0.09479	0.28587	1	0	0	0	1.57673	1.41516	0.12346	-0.16158	-1.45328	-1.2917
1	16889891	16889899	_TEAD3_MA0808.1	8.49316	+	1	16888960	16890429	Interval_339	0	+	0.92989	0.63464	0.30937	1.10305	1	1	1	1	0.52556	1.48062	-0.23764	0.95506	-0.7632	-1.71826
1	16889946	16889954	_TEAD3_MA0808.1	8.49316	+	1	16888960	16890429	Interval_339	0	+	0.79737	0.49154	0.33002	0.80169	1	1	1	1	0.65852	1.18448	-0.00745	0.52597	-0.66597	-1.19193
1	16889977	16889985	_TEAD3_MA0808.1	8.80241	+	1	16888960	16890429	Interval_339	0	+	0.77906	0.51766	0.34843	0.80299	1	1	1	1	0.55694	1.0819	-0.04169	0.52496	-0.59863	-1.12359
1	16903345	16903353	_TEAD3_MA0808.1	8.94088	+	1	16903312	16903658	Interval_340	0	+	0.03784	0.15684	0.19493	0.05425	0	0	0	0	-1.37114	-1.62977	-0.28547	-0.25863	1.08566	1.3443
1	17007868	17007876	_TEAD3_MA0808.1	9.25013	+	1	17007047	17009080	Interval_341	0	+	0.04305	0.0307	0.03053	0.0835	0	0	0	0	0.24123	0.24485	-0.58912	0.00362	-0.83035	-0.83397
1	17096894	17096902	_TEAD3_MA0808.1	8.80241	-	1	17096648	17098269	Interval_342	0	+	0.57081	0.28602	0.33472	0.62278	1	0	1	1	0.91167	0.70917	-0.11834	-0.2025	-1.03001	-0.8275
1	17489555	17489563	_TEAD3_MA0808.1	8.80241	+	1	17488903	17490684	Interval_349	0	+	2.12149	1.51038	1.05044	1.76978	1	1	1	1	0.48015	0.98898	0.25658	0.50883	-0.22357	-0.7324
1	17489949	17489957	_TEAD3_MA0808.1	8.94088	-	1	17488903	17490684	Interval_349	0	+	0.35302	0.40724	0.38817	0.43635	1	1	1	1	-0.18772	-0.12444	-0.27926	0.06328	-0.09154	-0.15481
1	17490341	17490349	_TEAD3_MA0808.1	8.80241	+	1	17488903	17490684	Interval_349	0	+	0.70706	0.27371	0.1811	0.8566	1	0	0	1	1.25943	1.7697	-0.26416	0.51027	-1.52359	-2.03386
1	17506834	17506842	_TEAD3_MA0808.1	8.94088	+	1	17506106	17507343	Interval_351	0	+	0.32537	0.71859	0.44124	0.36622	1	1	1	1	-1.05982	-0.40012	-0.15404	0.6597	0.90578	0.24608
1	17506910	17506918	_TEAD3_MA0808.1	8.80241	+	1	17506106	17507343	Interval_351	0	+	0.43111	0.72587	0.50386	0.42334	1	1	1	1	-0.7044	-0.20834	0.02414	0.49606	0.72854	0.23248
1	18524641	18524649	_TEAD3_MA0808.1	9.25013	+	1	18524493	18524909	Interval_358	0	+	0.0529	0.08432	0.094	0.03719	0	0	0	0	-0.43178	-0.54239	0.27657	-0.11061	0.70834	0.81895
1	19862797	19862805	_TEAD3_MA0808.1	9.25013	-	1	19862753	19863811	Interval_368	0	+	0.04601	0.01283	0.06696	0.05679	0	0	0	0	0.73447	-0.32413	-0.17584	-1.05859	-0.9103	0.14829
1	19930645	19930653	_TEAD3_MA0808.1	9.25013	+	1	19930198	19930698	Interval_372	0	+	0.0142	0.0672	0.06661	0.02417	0	0	0	0	-1.02291	-1.01473	-0.25596	0.00818	0.76694	0.75876
1	20848791	20848799	_TEAD3_MA0808.1	8.80241	+	1	20847908	20848985	Interval_387	0	+	0.03709	0.0587	0.0512	0.02789	0	0	0	0	-0.36855	-0.25101	0.19085	0.11754	0.55941	0.44187
1	20872367	20872375	_TEAD3_MA0808.1	8.80241	+	1	20870715	20872881	Interval_390	0	+	0.06018	0.08352	0.13081	0.1021	0	0	0	0	-0.31009	-0.78712	-0.51669	-0.47703	-0.2066	0.27043
1	20940233	20940241	_TEAD3_MA0808.1	8.49316	-	1	20939010	20940655	Interval_396	0	+	0.03567	0.03736	0.03516	0.07945	0	0	0	0	-0.0331	0.01014	-0.67911	0.04324	-0.64602	-0.68925
1	21245146	21245154	_TEAD3_MA0808.1	8.80241	-	1	21243695	21245177	Interval_410	0	+	0.07515	0.07667	0.09102	0.09379	0	0	0	0	-0.0194	-0.19069	-0.22154	-0.1713	-0.20214	-0.03085
1	21345022	21345030	_TEAD3_MA0808.1	8.80241	-	1	21343580	21345680	Interval_421	0	+	1.05966	0.8821	0.7805	1.0592	1	1	1	1	0.25478	0.42376	0.00061	0.16897	-0.25418	-0.42315
1	21470748	21470756	_TEAD3_MA0808.1	8.80241	+	1	21470293	21471760	Interval_423	0	+	0.23912	0.23235	0.1185	0.23667	0	0	0	0	0.03579	0.82775	0.01285	0.79196	-0.02294	-0.8149
1	21672735	21672743	_TEAD3_MA0808.1	8.80241	-	1	21672417	21674236	Interval_432	0	+	0.13448	0.05377	0.03895	0.15174	0	0	0	0	0.91659	1.17327	-0.13824	0.25668	-1.05483	-1.31151
1	21672795	21672803	_TEAD3_MA0808.1	9.25013	+	1	21672417	21674236	Interval_432	0	+	0.05917	0.03978	0.02154	0.06915	0	0	0	0	0.32427	0.71466	-0.14223	0.3904	-0.46649	-0.85689
1	21674216	21674224	_TEAD3_MA0808.1	9.25013	+	1	21672417	21674236	Interval_432	0	+	0.04592	0.02235	0.06494	0.02745	0	0	0	0	0.48139	-0.29742	0.36276	-0.77882	-0.11863	0.66018
1	22293533	22293541	_TEAD3_MA0808.1	8.80241	+	1	22292318	22294244	Interval_438	0	+	0.15999	0.24964	0.10936	0.09483	0	0	0	0	-0.54076	0.42821	0.57888	0.96897	1.11964	0.15067
1	22368310	22368318	_TEAD3_MA0808.1	8.49316	-	1	22367728	22368656	Interval_440	0	+	0.11609	0.32836	0.18735	0.06853	0	1	0	0	-1.25408	-0.5509	0.53606	0.70318	1.79015	1.08697
1	23062031	23062039	_TEAD3_MA0808.1	8.80241	+	1	23062000	23062423	Interval_453	0	+	0.1213	0.1382	0.0834	0.22853	0	0	0	0	-0.1462	0.39438	-0.74564	0.54058	-0.59943	-1.14002
1	23163529	23163537	_TEAD3_MA0808.1	8.80241	+	1	23163508	23163796	Interval_456	0	+	0.02897	0.11103	0.1247	0.03036	0	0	0	0	-1.16412	-1.29142	-0.03001	-0.1273	1.1341	1.26141
1	23190517	23190525	_TEAD3_MA0808.1	8.94088	+	1	23189248	23190884	Interval_459	0	+	0.13749	0.09143	0.09215	0.15649	0	0	0	0	0.4417	0.43364	-0.14899	-0.00806	-0.59069	-0.58263
1	23271103	23271111	_TEAD3_MA0808.1	9.25013	-	1	23270919	23271983	Interval_466	0	+	0.13764	0.06863	0.04948	0.16255	0	0	0	0	0.72452	1.01263	-0.19221	0.28811	-0.91673	-1.20484
1	23867531	23867539	_TEAD3_MA0808.1	8.49316	+	1	23867455	23868053	Interval_479	0	+	0.03483	0.18682	0.21952	0.02659	0	0	0	0	-1.63755	-1.83416	0.17538	-0.1966	1.81293	2.00954
1	23955689	23955697	_TEAD3_MA0808.1	8.80241	-	1	23954144	23955991	Interval_487	0	+	0.04034	0.1023	0.07356	0.05745	0	0	0	0	-0.84761	-0.51467	-0.28781	0.33295	0.55981	0.22686
1	23955942	23955950	_TEAD3_MA0808.1	8.80241	+	1	23954144	23955991	Interval_487	0	+	0.06636	0.10264	0.11989	0.07916	0	0	0	0	-0.43347	-0.60133	-0.1682	-0.16786	0.26527	0.43314
1	25495316	25495324	_TEAD3_MA0808.1	8.94088	-	1	25494585	25495828	Interval_506	0	+	0.22862	0.51957	0.60413	0.19393	0	1	1	0	-1.06676	-1.27076	0.20178	-0.204	1.26854	1.47254
1	25495700	25495708	_TEAD3_MA0808.1	8.94088	-	1	25494585	25495828	Interval_506	0	+	0.23721	0.70145	0.73097	0.18033	0	1	1	0	-1.4287	-1.48524	0.33518	-0.05654	1.76388	1.82042
1	25507495	25507503	_TEAD3_MA0808.1	9.25013	-	1	25507053	25507826	Interval_507	0	+	0.42718	0.53878	0.69353	0.28112	1	1	1	0	-0.31074	-0.65408	0.54489	-0.34334	0.85563	1.19897
1	26739900	26739908	_TEAD3_MA0808.1	8.49316	-	1	26739761	26740286	Interval_511	0	+	0.05247	0.12735	0.17225	0.02882	0	0	0	0	-0.87615	-1.22431	0.44197	-0.34816	1.31812	1.66629
1	30851187	30851195	_TEAD3_MA0808.1	9.25013	+	1	30850767	30852304	Interval_518	0	+	0.07013	0.14356	0.1751	0.05248	0	0	0	0	-0.75226	-0.98434	0.25931	-0.23208	1.01157	1.24365
1	31095207	31095215	_TEAD3_MA0808.1	8.80241	-	1	31094048	31095800	Interval_536	0	+	0.20147	0.29332	0.09798	0.15614	0	0	0	0	-0.46979	0.82034	0.30394	1.29013	0.77373	-0.5164
1	31154032	31154040	_TEAD3_MA0808.1	8.80241	-	1	31152943	31154605	Interval_540	0	+	0.17957	0.26694	0.29319	0.21098	0	0	0	0	-0.48865	-0.60811	-0.19526	-0.11945	0.2934	0.41285
1	31157054	31157062	_TEAD3_MA0808.1	8.49316	+	1	31156763	31157215	Interval_542	0	+	0.16497	0.06519	0.13561	0.25008	0	0	0	0	0.9818	0.22644	-0.50698	-0.75536	-1.48878	-0.73342
1	31255417	31255425	_TEAD3_MA0808.1	8.49316	+	1	31254857	31256022	Interval_544	0	+	0.10316	0.24899	0.15905	0.12603	0	0	0	0	-1.02807	-0.48369	-0.21784	0.54438	0.81023	0.26585
1	31323325	31323333	_TEAD3_MA0808.1	8.80241	-	1	31323059	31323828	Interval_545	0	+	0.12271	0.21984	0.21105	0.08124	0	0	0	0	-0.68488	-0.63467	0.43324	0.05021	1.11812	1.06792
1	31329741	31329749	_TEAD3_MA0808.1	9.25013	+	1	31329168	31329836	Interval_546	0	+	0.07026	0.08091	0.11121	0.0833	0	0	0	0	-0.13638	-0.46595	-0.1653	-0.32957	-0.02891	0.30065
