TFBS_chr	TFBS_start	TFBS_end	TFBS_name	TFBS_score	TFBS_strand	peak_chr	peak_start	peak_end	additional_1	additional_2	additional_3	WT_Stem_footprints_score	AhRKO_Diff_footprints_score	WT_Diff_footprints_score	AhRKO_Stem_footprints_score	WT_Stem_footprints_bound	AhRKO_Diff_footprints_bound	WT_Diff_footprints_bound	AhRKO_Stem_footprints_bound	WT_Stem_footprints_AhRKO_Diff_footprints_log2fc	WT_Stem_footprints_WT_Diff_footprints_log2fc	WT_Stem_footprints_AhRKO_Stem_footprints_log2fc	AhRKO_Diff_footprints_WT_Diff_footprints_log2fc	AhRKO_Diff_footprints_AhRKO_Stem_footprints_log2fc	WT_Diff_footprints_AhRKO_Stem_footprints_log2fc
1	9208294	9208307	_TEAD2_MA1121.1	7.61723	-	1	9207839	9209903	Interval_138	0	+	0.4752	0.24935	0.23743	0.54101	1	0	0	1	0.83858	0.89989	-0.17434	0.06131	-1.01292	-1.07423
1	9534475	9534488	_TEAD2_MA1121.1	8.98663	+	1	9534301	9536590	Interval_151	0	+	0.0856	0.1911	0.19958	0.07599	0	0	0	0	-0.89486	-0.94748	0.11761	-0.05263	1.01247	1.06509
1	9535885	9535898	_TEAD2_MA1121.1	9.69343	+	1	9534301	9536590	Interval_151	0	+	0.13585	0.19986	0.23813	0.1501	0	0	0	0	-0.45416	-0.67011	-0.11419	-0.21595	0.33997	0.55592
1	9564663	9564676	_TEAD2_MA1121.1	7.98038	-	1	9563796	9565885	Interval_154	0	+	0.11691	0.25615	0.18295	0.04661	0	0	0	0	-0.92886	-0.51465	0.87911	0.41421	1.80797	1.39376
1	9627390	9627403	_TEAD2_MA1121.1	7.54821	+	1	9627289	9628587	Interval_157	0	+	0.1902	0.34905	0.17093	0.24325	0	1	0	0	-0.76442	0.12777	-0.30256	0.89219	0.46185	-0.43034
1	9627900	9627913	_TEAD2_MA1121.1	7.92389	-	1	9627289	9628587	Interval_157	0	+	0.05574	0.13141	0.14537	0.09386	0	0	0	0	-0.85962	-0.97441	-0.49605	-0.11479	0.36357	0.47836
1	9755260	9755273	_TEAD2_MA1121.1	7.44927	+	1	9755069	9756286	Interval_163	0	+	0.03055	0.02787	0.0719	0.06923	0	0	0	0	0.05827	-0.68771	-0.65195	-0.74598	-0.71022	0.03576
1	9847986	9847999	_TEAD2_MA1121.1	7.96011	-	1	9847717	9849809	Interval_167	0	+	0.09051	0.10445	0.08773	0.09782	0	0	0	0	-0.14951	0.03176	-0.08033	0.18127	0.06918	-0.11209
1	9947759	9947772	_TEAD2_MA1121.1	8.86885	-	1	9947205	9948125	Interval_171	0	+	0.69333	0.26801	0.20982	0.58119	1	0	0	1	1.25926	1.56448	0.24044	0.30522	-1.01882	-1.32404
1	10113961	10113974	_TEAD2_MA1121.1	7.7337	-	1	10113302	10115002	Interval_179	0	+	0.48875	0.23136	0.22594	0.62522	1	0	0	1	0.9698	0.99921	-0.33285	0.02942	-1.30264	-1.33206
1	10131693	10131706	_TEAD2_MA1121.1	7.39985	-	1	10130581	10132850	Interval_181	0	+	0.03031	0.07532	0.06011	0.02419	0	0	0	0	-0.73738	-0.52777	0.13719	0.20961	0.87457	0.66496
1	10142690	10142703	_TEAD2_MA1121.1	8.76882	+	1	10142443	10143692	Interval_182	0	+	0.0273	0.0776	0.15505	0.02394	0	0	0	0	-0.83218	-1.57626	0.07724	-0.74408	0.90942	1.6535
1	10169307	10169320	_TEAD2_MA1121.1	7.51955	-	1	10169224	10171381	Interval_183	0	+	0.08051	0.0345	0.06625	0.07165	0	0	0	0	0.71554	0.18638	0.11294	-0.52916	-0.6026	-0.07344
1	10170317	10170330	_TEAD2_MA1121.1	10.71327	-	1	10169224	10171381	Interval_183	0	+	0.85245	0.4289	0.18746	0.88318	1	1	0	1	0.93266	1.9857	-0.04899	1.05304	-0.98166	-2.0347
1	10170377	10170390	_TEAD2_MA1121.1	9.69343	+	1	10169224	10171381	Interval_183	0	+	0.5533	0.28047	0.2838	0.61192	1	0	0	1	0.8945	0.87945	-0.13656	-0.01505	-1.03106	-1.01601
1	10197879	10197892	_TEAD2_MA1121.1	8.43695	-	1	10197737	10198430	Interval_185	0	+	0.01598	0.04758	0.0346	0.01528	0	0	0	0	-0.67328	-0.43341	0.01913	0.23987	0.69241	0.45254
1	10247393	10247406	_TEAD2_MA1121.1	7.80008	+	1	10247364	10248800	Interval_187	0	+	0.07261	0.06129	0.08597	0.05839	0	0	0	0	0.15703	-0.1657	0.20016	-0.32273	0.04314	0.36587
1	10247872	10247885	_TEAD2_MA1121.1	8.95431	+	1	10247364	10248800	Interval_187	0	+	0.17143	0.23383	0.21878	0.16795	0	0	0	0	-0.37758	-0.29514	0.02427	0.08244	0.40185	0.31941
1	10259698	10259711	_TEAD2_MA1121.1	7.72692	-	1	10259345	10260267	Interval_190	0	+	0.67545	0.45218	0.49615	0.79373	1	1	1	1	0.54228	0.41814	-0.22155	-0.12414	-0.76382	-0.63969
1	10285297	10285310	_TEAD2_MA1121.1	8.31495	+	1	10284736	10286276	Interval_192	0	+	0.15328	0.13569	0.09678	0.22696	0	0	0	0	0.13982	0.50776	-0.47186	0.36794	-0.61168	-0.97963
1	10285470	10285483	_TEAD2_MA1121.1	7.40021	+	1	10284736	10286276	Interval_192	0	+	0.85037	0.49797	0.41042	0.80667	1	1	1	1	0.72991	0.98766	0.07284	0.25775	-0.65707	-0.91481
1	10311226	10311239	_TEAD2_MA1121.1	7.27115	-	1	10311200	10312097	Interval_195	0	+	0.01349	0.02847	0.03489	0.0254	0	0	0	0	-0.37382	-0.50847	-0.3047	-0.13465	0.06912	0.20377
1	10349101	10349114	_TEAD2_MA1121.1	8.55195	-	1	10348995	10349184	Interval_197	0	+	0.04429	0.08242	0.10511	0.04968	0	0	0	0	-0.55401	-0.80467	-0.09245	-0.25066	0.46156	0.71222
1	10513772	10513785	_TEAD2_MA1121.1	7.48313	+	1	10512832	10514024	Interval_199	0	+	0.10642	0.11432	0.13811	0.12377	0	0	0	0	-0.07727	-0.28773	-0.16458	-0.21046	-0.08731	0.12315
1	10513969	10513982	_TEAD2_MA1121.1	8.7082	+	1	10512832	10514024	Interval_199	0	+	0.08334	0.09011	0.06746	0.09359	0	0	0	0	-0.07886	0.20388	-0.11778	0.28274	-0.03892	-0.32166
1	10520925	10520938	_TEAD2_MA1121.1	7.9369	-	1	10520257	10521783	Interval_200	0	+	0.09563	0.16818	0.11612	0.14111	0	0	0	0	-0.62888	-0.20703	-0.42493	0.42185	0.20395	-0.2179
1	10593032	10593045	_TEAD2_MA1121.1	8.1095	-	1	10592421	10593589	Interval_202	0	+	0.06323	0.03868	0.05324	0.07757	0	0	0	0	0.4046	0.15123	-0.19263	-0.25338	-0.59724	-0.34386
1	10710220	10710233	_TEAD2_MA1121.1	7.19265	+	1	10710071	10710365	Interval_205	0	+	0.06086	0.08322	0.08523	0.13747	0	0	0	0	-0.29646	-0.32035	-0.83318	-0.02389	-0.53672	-0.51283
1	12292026	12292039	_TEAD2_MA1121.1	7.936	-	1	12291631	12292103	Interval_216	0	+	0.07915	0.03235	0.06316	0.1912	0	0	0	0	0.74271	0.21337	-0.97336	-0.52934	-1.71607	-1.18673
1	12424707	12424720	_TEAD2_MA1121.1	8.10545	-	1	12424565	12424986	Interval_223	0	+	0.07632	0.0331	0.06174	0.07662	0	0	0	0	0.69169	0.1984	-0.00381	-0.49329	-0.6955	-0.20221
1	12658337	12658350	_TEAD2_MA1121.1	9.05295	+	1	12658003	12658785	Interval_227	0	+	0.04991	0.0321	0.06853	0.08255	0	0	0	0	0.33017	-0.2796	-0.45931	-0.60977	-0.78948	-0.17971
1	12991393	12991406	_TEAD2_MA1121.1	9.34191	+	1	12990338	12993223	Interval_231	0	+	0.08337	0.05509	0.08578	0.1707	0	0	0	0	0.38579	-0.02856	-0.78624	-0.41435	-1.17202	-0.75768
1	13291389	13291402	_TEAD2_MA1121.1	7.55235	-	1	13291286	13294090	Interval_245	0	+	0.04861	0.10562	0.05794	0.09519	0	0	0	0	-0.73527	-0.14898	-0.62584	0.5863	0.10944	-0.47686
1	13291413	13291426	_TEAD2_MA1121.1	7.605	+	1	13291286	13294090	Interval_245	0	+	0.05443	0.05816	0.0568	0.0907	0	0	0	0	-0.05759	-0.03686	-0.48132	0.02073	-0.42373	-0.44446
1	13305626	13305639	_TEAD2_MA1121.1	8.55433	-	1	13304564	13305764	Interval_247	0	+	0.51954	0.24581	0.28616	0.47838	1	0	0	1	0.97626	0.78394	0.11082	-0.19232	-0.86544	-0.67313
1	13309066	13309079	_TEAD2_MA1121.1	7.63247	-	1	13308917	13309246	Interval_248	0	+	0.4151	0.17898	0.23667	0.31546	1	0	0	1	1.0652	0.72388	0.35904	-0.34132	-0.70616	-0.36484
1	13457110	13457123	_TEAD2_MA1121.1	8.6787	+	1	13456530	13457575	Interval_259	0	+	0.52611	0.33236	0.21696	0.46677	1	1	0	1	0.60818	1.14833	0.1606	0.54015	-0.44757	-0.98772
1	15051513	15051526	_TEAD2_MA1121.1	8.73724	-	1	15051027	15051901	Interval_276	0	+	0.08759	0.11541	0.12588	0.05831	0	0	0	0	-0.29044	-0.3862	0.38593	-0.09576	0.67637	0.77213
1	15564164	15564177	_TEAD2_MA1121.1	9.14684	-	1	15563521	15564922	Interval_280	0	+	0.08	0.03986	0.10009	0.08965	0	0	0	0	0.6052	-0.22833	-0.11419	-0.83353	-0.71939	0.11414
1	15631516	15631529	_TEAD2_MA1121.1	8.94814	-	1	15630861	15632027	Interval_285	0	+	0.34477	0.37684	0.34767	0.23205	1	1	1	0	-0.11632	-0.01091	0.50458	0.10541	0.62091	0.5155
1	15631621	15631634	_TEAD2_MA1121.1	10.12111	+	1	15630861	15632027	Interval_285	0	+	0.11604	0.14547	0.08945	0.08949	0	0	0	0	-0.25351	0.27503	0.27458	0.52855	0.52809	-0.00046
1	15815205	15815218	_TEAD2_MA1121.1	8.65387	+	1	15814196	15815485	Interval_288	0	+	0.04504	0.08148	0.0712	0.01933	0	0	0	0	-0.5294	-0.39864	0.54117	0.13076	1.07057	0.93981
1	15816938	15816951	_TEAD2_MA1121.1	7.56685	-	1	15816856	15817333	Interval_289	0	+	0.04275	0.14233	0.10375	0.05105	0	0	0	0	-1.16749	-0.81836	-0.14257	0.34914	1.02492	0.67578
1	15936870	15936883	_TEAD2_MA1121.1	9.25585	+	1	15936424	15939057	Interval_294	0	+	0.61877	0.43585	0.12905	0.76948	1	1	0	1	0.47167	1.98056	-0.29838	1.50888	-0.77006	-2.27894
1	16023566	16023579	_TEAD2_MA1121.1	9.96006	-	1	16023382	16023628	Interval_297	0	+	0.03584	0.11084	0.09524	0.0196	0	0	0	0	-1.01967	-0.85897	0.36304	0.1607	1.38271	1.22201
1	16106424	16106437	_TEAD2_MA1121.1	7.68498	-	1	16104023	16106512	Interval_301	0	+	0.2548	0.29644	0.22703	0.19716	0	0	0	0	-0.19235	0.1442	0.3173	0.33655	0.50965	0.1731
1	16122174	16122187	_TEAD2_MA1121.1	7.3834	-	1	16121743	16124332	Interval_304	0	+	0.01952	0.0239	0.06838	0.02449	0	0	0	0	-0.10739	-0.89692	-0.12127	-0.78953	-0.01387	0.77565
1	16130290	16130303	_TEAD2_MA1121.1	7.38691	-	1	16129573	16130673	Interval_306	0	+	0.09131	0.06762	0.10749	0.14637	0	0	0	0	0.29408	-0.17114	-0.5146	-0.46522	-0.80867	-0.34346
1	16162038	16162051	_TEAD2_MA1121.1	7.4604	+	1	16161479	16162319	Interval_310	0	+	0.34005	0.14313	0.12402	0.4496	1	0	0	1	1.06506	1.22671	-0.36785	0.16165	-1.43291	-1.59456
1	16228893	16228906	_TEAD2_MA1121.1	7.47617	+	1	16227823	16229721	Interval_317	0	+	1.12028	0.76667	0.77737	1.25408	1	1	1	1	0.52598	0.5069	-0.15782	-0.01908	-0.6838	-0.66472
1	16229339	16229352	_TEAD2_MA1121.1	9.79576	+	1	16227823	16229721	Interval_317	0	+	0.09779	0.13963	0.10126	0.14175	0	0	0	0	-0.38962	-0.03663	-0.40682	0.35299	-0.0172	-0.37019
1	16234930	16234943	_TEAD2_MA1121.1	7.28645	-	1	16234719	16235617	Interval_318	0	+	0.24283	0.1881	0.18745	0.31762	0	0	0	1	0.31379	0.31796	-0.34155	0.00417	-0.65534	-0.65951
1	16889975	16889988	_TEAD2_MA1121.1	7.99543	+	1	16888960	16890429	Interval_339	0	+	0.77906	0.51766	0.34843	0.80299	1	1	1	1	0.55694	1.0819	-0.04169	0.52496	-0.59863	-1.12359
1	16903343	16903356	_TEAD2_MA1121.1	7.36607	+	1	16903312	16903658	Interval_340	0	+	0.03784	0.15684	0.19493	0.05425	0	0	0	0	-1.37114	-1.62977	-0.28547	-0.25863	1.08566	1.3443
1	17007866	17007879	_TEAD2_MA1121.1	10.0826	+	1	17007047	17009080	Interval_341	0	+	0.04305	0.0307	0.03053	0.0835	0	0	0	0	0.24123	0.24485	-0.58912	0.00362	-0.83035	-0.83397
1	17096891	17096904	_TEAD2_MA1121.1	9.11107	-	1	17096648	17098269	Interval_342	0	+	0.57081	0.28602	0.33472	0.62278	1	0	1	1	0.91167	0.70917	-0.11834	-0.2025	-1.03001	-0.8275
1	17489553	17489566	_TEAD2_MA1121.1	9.10127	+	1	17488903	17490684	Interval_349	0	+	2.12149	1.51038	1.05044	1.76978	1	1	1	1	0.48015	0.98898	0.25658	0.50883	-0.22357	-0.7324
1	17489946	17489959	_TEAD2_MA1121.1	8.49094	-	1	17488903	17490684	Interval_349	0	+	0.35302	0.41075	0.38817	0.43635	1	1	1	1	-0.19907	-0.12444	-0.27926	0.07463	-0.08019	-0.15481
1	17490339	17490352	_TEAD2_MA1121.1	8.40529	+	1	17488903	17490684	Interval_349	0	+	0.70706	0.27371	0.1811	0.8566	1	0	0	1	1.25943	1.7697	-0.26416	0.51027	-1.52359	-2.03386
1	17506832	17506845	_TEAD2_MA1121.1	7.17107	+	1	17506106	17507343	Interval_351	0	+	0.32537	0.71859	0.44124	0.36622	1	1	1	1	-1.05982	-0.40012	-0.15404	0.6597	0.90578	0.24608
1	17506908	17506921	_TEAD2_MA1121.1	10.15534	+	1	17506106	17507343	Interval_351	0	+	0.43111	0.72587	0.50386	0.42334	1	1	1	1	-0.7044	-0.20834	0.02414	0.49606	0.72854	0.23248
1	18524639	18524652	_TEAD2_MA1121.1	10.04736	+	1	18524493	18524909	Interval_358	0	+	0.0529	0.08432	0.094	0.03719	0	0	0	0	-0.43178	-0.54239	0.27657	-0.11061	0.70834	0.81895
1	19057834	19057847	_TEAD2_MA1121.1	7.28575	-	1	19057436	19057876	Interval_360	0	+	0.07399	0.0476	0.05779	0.10944	0	0	0	0	0.39107	0.22728	-0.39939	-0.16379	-0.79046	-0.62667
1	19852934	19852947	_TEAD2_MA1121.1	7.26905	+	1	19852768	19853025	Interval_367	0	+	0.2695	0.29004	0.24638	0.32953	0	0	0	1	-0.09353	0.11309	-0.25792	0.20662	-0.16439	-0.37101
1	19862794	19862807	_TEAD2_MA1121.1	8.58472	-	1	19862753	19863811	Interval_368	0	+	0.04601	0.01269	0.06717	0.05679	0	0	0	0	0.73851	-0.32703	-0.17584	-1.06555	-0.91435	0.15119
1	19906903	19906916	_TEAD2_MA1121.1	7.42683	-	1	19906178	19907114	Interval_371	0	+	0.10727	0.0611	0.08705	0.18509	0	0	0	0	0.55571	0.2176	-0.62183	-0.33812	-1.17754	-0.83942
1	19930643	19930656	_TEAD2_MA1121.1	8.76055	+	1	19930198	19930698	Interval_372	0	+	0.0142	0.0672	0.06661	0.02417	0	0	0	0	-1.02291	-1.01473	-0.25596	0.00818	0.76694	0.75876
1	20848789	20848802	_TEAD2_MA1121.1	8.64502	+	1	20847908	20848985	Interval_387	0	+	0.03709	0.0587	0.0512	0.02789	0	0	0	0	-0.36855	-0.25101	0.19085	0.11754	0.55941	0.44187
1	20872365	20872378	_TEAD2_MA1121.1	8.867	+	1	20870715	20872881	Interval_390	0	+	0.06018	0.08352	0.13081	0.1021	0	0	0	0	-0.31009	-0.78712	-0.51669	-0.47703	-0.2066	0.27043
1	20946512	20946525	_TEAD2_MA1121.1	7.60182	+	1	20945912	20946619	Interval_397	0	+	0.03426	0.07657	0.08127	0.03761	0	0	0	0	-0.67124	-0.72966	-0.06613	-0.05842	0.60511	0.66353
1	21015013	21015026	_TEAD2_MA1121.1	7.43872	+	1	21014356	21015155	Interval_399	0	+	0.03705	0.05739	0.07038	0.04642	0	0	0	0	-0.34948	-0.53521	-0.17155	-0.18573	0.17793	0.36366
1	21245143	21245156	_TEAD2_MA1121.1	8.22448	-	1	21243695	21245177	Interval_410	0	+	0.07515	0.07667	0.09102	0.09379	0	0	0	0	-0.0194	-0.19069	-0.22154	-0.1713	-0.20214	-0.03085
1	21328376	21328389	_TEAD2_MA1121.1	7.38004	+	1	21326710	21329318	Interval_419	0	+	0.04246	0.1145	0.10679	0.03528	0	0	0	0	-0.92967	-0.8544	0.13635	0.07527	1.06602	0.99075
1	21328418	21328431	_TEAD2_MA1121.1	7.56414	-	1	21326710	21329318	Interval_419	0	+	0.04993	0.14663	0.15152	0.0379	0	0	0	0	-1.07751	-1.1154	0.21447	-0.03788	1.29198	1.32987
1	21328896	21328909	_TEAD2_MA1121.1	7.93139	+	1	21326710	21329318	Interval_419	0	+	0.02435	0.02584	0.06318	0.01812	0	0	0	0	-0.03453	-0.70604	0.15407	-0.67151	0.18861	0.86011
1	21343716	21343729	_TEAD2_MA1121.1	7.48085	+	1	21343580	21345680	Interval_421	0	+	0.07063	0.06251	0.12778	0.11191	0	0	0	0	0.113	-0.61374	-0.46778	-0.72673	-0.58078	0.14595
1	21345019	21345032	_TEAD2_MA1121.1	8.61722	-	1	21343580	21345680	Interval_421	0	+	1.00143	0.8821	0.7805	1.01379	1	1	1	1	0.17608	0.34505	-0.01707	0.16897	-0.19315	-0.36212
1	21345078	21345091	_TEAD2_MA1121.1	8.35309	+	1	21343580	21345680	Interval_421	0	+	0.96405	0.62629	0.52569	0.97651	1	1	1	1	0.59369	0.83093	-0.01784	0.23724	-0.61153	-0.84877
1	21470746	21470759	_TEAD2_MA1121.1	9.53731	+	1	21470293	21471760	Interval_423	0	+	0.23912	0.23235	0.1185	0.23667	0	0	0	0	0.03579	0.82775	0.01285	0.79196	-0.02294	-0.8149
