TFBS_chr	TFBS_start	TFBS_end	TFBS_name	TFBS_score	TFBS_strand	peak_chr	peak_start	peak_end	additional_1	additional_2	additional_3	WT_Stem_footprints_score	AhRKO_Diff_footprints_score	WT_Diff_footprints_score	AhRKO_Stem_footprints_score	WT_Stem_footprints_bound	AhRKO_Diff_footprints_bound	WT_Diff_footprints_bound	AhRKO_Stem_footprints_bound	WT_Stem_footprints_AhRKO_Diff_footprints_log2fc	WT_Stem_footprints_WT_Diff_footprints_log2fc	WT_Stem_footprints_AhRKO_Stem_footprints_log2fc	AhRKO_Diff_footprints_WT_Diff_footprints_log2fc	AhRKO_Diff_footprints_AhRKO_Stem_footprints_log2fc	WT_Diff_footprints_AhRKO_Stem_footprints_log2fc
1	6188536	6188546	_TEAD4_MA0809.1	7.78467	+	1	6188183	6189259	Interval_62	0	+	0.11619	0.15912	0.16068	0.08787	0	0	0	0	-0.35609	-0.36751	0.29456	-0.01142	0.65065	0.66208
1	6287005	6287015	_TEAD4_MA0809.1	8.06873	+	1	6286891	6288292	Interval_66	0	+	0.00759	0.04613	0.06185	0.01426	0	0	0	0	-0.89631	-1.14575	-0.20046	-0.24944	0.69585	0.9453
1	6287892	6287902	_TEAD4_MA0809.1	8.89302	-	1	6286891	6288292	Interval_66	0	+	0.01493	0.04143	0.03372	0.02233	0	0	0	0	-0.59337	-0.4444	-0.19165	0.14897	0.40172	0.25275
1	6288175	6288185	_TEAD4_MA0809.1	7.52181	-	1	6286891	6288292	Interval_66	0	+	0.0315	0.05617	0.09182	0.03098	0	0	0	0	-0.44289	-0.90964	0.01097	-0.46675	0.45386	0.92061
1	6668577	6668587	_TEAD4_MA0809.1	8.06873	+	1	6668477	6668945	Interval_78	0	+	0.03882	0.15625	0.14582	0.02216	0	0	0	0	-1.34801	-1.26804	0.35712	0.07998	1.70514	1.62516
1	6907861	6907871	_TEAD4_MA0809.1	7.77457	-	1	6904529	6908118	Interval_86	0	+	0.37121	0.16296	0.08003	0.39487	1	0	0	1	1.02903	1.80106	-0.08126	0.77204	-1.11028	-1.88232
1	7373622	7373632	_TEAD4_MA0809.1	8.61616	-	1	7373444	7374044	Interval_95	0	+	0.07835	0.12278	0.1131	0.05007	0	0	0	0	-0.46953	-0.37945	0.40514	0.09007	0.87466	0.78459
1	7489106	7489116	_TEAD4_MA0809.1	8.64552	-	1	7488758	7489122	Interval_100	0	+	0.06806	0.03904	0.04665	0.0513	0	0	0	0	0.46557	0.32823	0.25032	-0.13734	-0.21524	-0.07791
1	7497688	7497698	_TEAD4_MA0809.1	8.36146	+	1	7497625	7500908	Interval_102	0	+	0.81846	0.72745	0.793	0.89002	1	1	1	1	0.16225	0.04358	-0.11588	-0.11867	-0.27813	-0.15946
1	7498708	7498718	_TEAD4_MA0809.1	8.36146	-	1	7497625	7500908	Interval_102	0	+	1.50209	0.79606	0.60626	1.10678	1	1	1	1	0.88546	1.2584	0.42822	0.37294	-0.45724	-0.83018
1	7498755	7498765	_TEAD4_MA0809.1	8.56831	+	1	7497625	7500908	Interval_102	0	+	1.35417	0.75741	0.59689	1.2435	1	1	1	1	0.80822	1.1338	0.11958	0.32558	-0.68864	-1.01422
1	7499791	7499801	_TEAD4_MA0809.1	7.75795	-	1	7497625	7500908	Interval_102	0	+	0.05173	0.05278	0.07805	0.08613	0	0	0	0	-0.01694	-0.37419	-0.47198	-0.35724	-0.45504	-0.09779
1	7502107	7502117	_TEAD4_MA0809.1	8.61616	+	1	7502086	7502988	Interval_103	0	+	0.29666	0.17613	0.15758	0.22152	0	0	0	0	0.64626	0.77753	0.36791	0.13127	-0.27836	-0.40963
1	7502547	7502557	_TEAD4_MA0809.1	7.84867	-	1	7502086	7502988	Interval_103	0	+	0.99515	0.86982	0.71663	0.93775	1	1	1	1	0.18673	0.45364	0.08254	0.26691	-0.1042	-0.37111
1	7502602	7502612	_TEAD4_MA0809.1	7.84867	-	1	7502086	7502988	Interval_103	0	+	1.01154	1.0712	0.89384	0.91462	1	1	1	1	-0.07982	0.17175	0.1399	0.25157	0.21973	-0.03185
1	7591506	7591516	_TEAD4_MA0809.1	8.36146	-	1	7591436	7591983	Interval_112	0	+	0.03968	0.0239	0.07146	0.03409	0	0	0	0	0.33165	-0.49938	0.10897	-0.83103	-0.22268	0.60835
1	8913990	8914000	_TEAD4_MA0809.1	8.3321	-	1	8913824	8914589	Interval_124	0	+	0.03739	0.14432	0.12704	0.03731	0	0	0	0	-1.28357	-1.13921	0.00155	0.14436	1.28512	1.14076
1	8914076	8914086	_TEAD4_MA0809.1	7.7517	-	1	8913824	8914589	Interval_124	0	+	0.04269	0.17811	0.15197	0.07591	0	0	0	0	-1.43083	-1.24405	-0.50187	0.18677	0.92895	0.74218
1	8918296	8918306	_TEAD4_MA0809.1	7.81932	-	1	8918041	8919172	Interval_125	0	+	0.03303	0.08566	0.08697	0.04482	0	0	0	0	-0.80724	-0.82255	-0.22402	-0.01531	0.58322	0.59853
1	8918432	8918442	_TEAD4_MA0809.1	7.67874	-	1	8918041	8919172	Interval_125	0	+	0.01303	0.04503	0.08938	0.01597	0	0	0	0	-0.7116	-1.33419	-0.08213	-0.62258	0.62947	1.25205
1	8918518	8918528	_TEAD4_MA0809.1	8.25338	-	1	8918041	8919172	Interval_125	0	+	0.00787	0.0233	0.04738	0.00772	0	0	0	0	-0.42513	-0.9088	0.00481	-0.48368	0.42994	0.91362
1	8942809	8942819	_TEAD4_MA0809.1	7.7245	+	1	8941535	8942909	Interval_127	0	+	0.05034	0.06435	0.06162	0.06187	0	0	0	0	-0.21428	-0.17494	-0.17859	0.03933	0.03569	-0.00365
1	9013204	9013214	_TEAD4_MA0809.1	8.05531	+	1	9013128	9015356	Interval_129	0	+	0.0355	0.26096	0.17985	0.04413	0	0	0	0	-2.03672	-1.57858	-0.16192	0.45814	1.87479	1.41665
1	9023502	9023512	_TEAD4_MA0809.1	8.59544	+	1	9022977	9024095	Interval_131	0	+	0.25238	0.35756	0.21805	0.28097	0	1	0	0	-0.44707	0.18208	-0.13586	0.62915	0.31122	-0.31794
1	9367272	9367282	_TEAD4_MA0809.1	7.79859	-	1	9366909	9367958	Interval_147	0	+	0.08954	0.15106	0.23219	0.06993	0	0	0	0	-0.57102	-1.08809	0.2426	-0.51707	0.81362	1.33069
1	9520766	9520776	_TEAD4_MA0809.1	7.79859	+	1	9520407	9521194	Interval_149	0	+	0.07679	0.27439	0.35249	0.07097	0	0	1	0	-1.45109	-1.77381	0.07564	-0.32272	1.52673	1.84945
1	9534476	9534486	_TEAD4_MA0809.1	8.59544	+	1	9534301	9536590	Interval_151	0	+	0.0856	0.1911	0.19958	0.07599	0	0	0	0	-0.89486	-0.94748	0.11761	-0.05263	1.01247	1.06509
1	9535886	9535896	_TEAD4_MA0809.1	8.8723	+	1	9534301	9536590	Interval_151	0	+	0.13585	0.19986	0.23813	0.1501	0	0	0	0	-0.45416	-0.67011	-0.11419	-0.21595	0.33997	0.55592
1	9772990	9773000	_TEAD4_MA0809.1	7.69736	+	1	9772867	9773380	Interval_164	0	+	0.24534	0.19939	0.18302	0.2335	0	0	0	0	0.25611	0.35957	0.06177	0.10346	-0.19434	-0.2978
1	9847988	9847998	_TEAD4_MA0809.1	8.24486	-	1	9847717	9849809	Interval_167	0	+	0.09051	0.10445	0.08773	0.09782	0	0	0	0	-0.14951	0.03176	-0.08033	0.18127	0.06918	-0.11209
1	9848713	9848723	_TEAD4_MA0809.1	7.78515	-	1	9847717	9849809	Interval_167	0	+	0.15814	0.14657	0.10729	0.15452	0	0	0	0	0.08811	0.43513	0.02699	0.34703	-0.06111	-0.40814
1	9947761	9947771	_TEAD4_MA0809.1	8.3593	-	1	9947205	9948125	Interval_171	0	+	0.69333	0.26801	0.20982	0.58119	1	0	0	1	1.25926	1.56448	0.24044	0.30522	-1.01882	-1.32404
1	10113963	10113973	_TEAD4_MA0809.1	7.89543	-	1	10113302	10115002	Interval_179	0	+	0.48875	0.23136	0.22594	0.62522	1	0	0	1	0.9698	0.99921	-0.33285	0.02942	-1.30264	-1.33206
1	10142691	10142701	_TEAD4_MA0809.1	8.35282	+	1	10142443	10143692	Interval_182	0	+	0.0273	0.0776	0.15505	0.02394	0	0	0	0	-0.83218	-1.57626	0.07724	-0.74408	0.90942	1.6535
1	10143387	10143397	_TEAD4_MA0809.1	8.06873	-	1	10142443	10143692	Interval_182	0	+	0.01964	0.06109	0.04877	0.02147	0	0	0	0	-0.79061	-0.5973	-0.04575	0.1933	0.74486	0.55155
1	10169309	10169319	_TEAD4_MA0809.1	7.75795	-	1	10169224	10171381	Interval_183	0	+	0.08051	0.0345	0.06625	0.07165	0	0	0	0	0.71554	0.18638	0.11294	-0.52916	-0.6026	-0.07344
1	10169613	10169623	_TEAD4_MA0809.1	7.55574	-	1	10169224	10171381	Interval_183	0	+	0.48119	0.27957	0.16865	0.45445	1	0	0	1	0.71068	1.33263	0.07641	0.62195	-0.63427	-1.25622
1	10170319	10170329	_TEAD4_MA0809.1	8.83165	-	1	10169224	10171381	Interval_183	0	+	0.85736	0.43354	0.19024	0.88594	1	1	0	1	0.92631	1.9759	-0.04537	1.04959	-0.97168	-2.02127
1	10170378	10170388	_TEAD4_MA0809.1	8.8723	+	1	10169224	10171381	Interval_183	0	+	0.5533	0.28047	0.2838	0.61192	1	0	0	1	0.8945	0.87945	-0.13656	-0.01505	-1.03106	-1.01601
1	10170425	10170435	_TEAD4_MA0809.1	7.80539	-	1	10169224	10171381	Interval_183	0	+	0.64051	0.3024	0.41239	0.80253	1	1	1	1	0.99692	0.59211	-0.30928	-0.40482	-1.3062	-0.90138
1	10197881	10197891	_TEAD4_MA0809.1	8.05531	-	1	10197737	10198430	Interval_185	0	+	0.01598	0.04781	0.0346	0.01528	0	0	0	0	-0.67719	-0.43341	0.01913	0.24379	0.69633	0.45254
1	10247394	10247404	_TEAD4_MA0809.1	7.69267	+	1	10247364	10248800	Interval_187	0	+	0.07261	0.06129	0.08597	0.05839	0	0	0	0	0.15703	-0.1657	0.20016	-0.32273	0.04314	0.36587
1	10247873	10247883	_TEAD4_MA0809.1	8.56831	+	1	10247364	10248800	Interval_187	0	+	0.17143	0.23383	0.21878	0.16795	0	0	0	0	-0.37758	-0.29514	0.02427	0.08244	0.40185	0.31941
1	10248154	10248164	_TEAD4_MA0809.1	7.78467	-	1	10247364	10248800	Interval_187	0	+	0.6121	0.54934	0.46959	0.50331	1	1	1	1	0.14667	0.35752	0.26458	0.21086	0.11792	-0.09294
1	10257103	10257113	_TEAD4_MA0809.1	7.74402	+	1	10256594	10257814	Interval_189	0	+	0.2045	0.20719	0.21048	0.17053	0	0	0	0	-0.01597	-0.03527	0.21855	-0.0193	0.23452	0.25382
1	10285298	10285308	_TEAD4_MA0809.1	8.3593	+	1	10284736	10286276	Interval_192	0	+	0.15328	0.13569	0.09678	0.22696	0	0	0	0	0.13982	0.50776	-0.47186	0.36794	-0.61168	-0.97963
1	10285702	10285712	_TEAD4_MA0809.1	7.84867	+	1	10284736	10286276	Interval_192	0	+	0.92154	0.58145	0.62945	0.9213	1	1	1	1	0.63205	0.52424	0.00036	-0.10781	-0.63169	-0.52388
1	10513970	10513980	_TEAD4_MA0809.1	8.64552	+	1	10512832	10514024	Interval_199	0	+	0.08334	0.09011	0.06746	0.09359	0	0	0	0	-0.07886	0.20388	-0.11778	0.28274	-0.03892	-0.32166
1	10593034	10593044	_TEAD4_MA0809.1	8.05531	-	1	10592421	10593589	Interval_202	0	+	0.06323	0.03868	0.05324	0.07757	0	0	0	0	0.4046	0.15123	-0.19263	-0.25338	-0.59724	-0.34386
1	10872040	10872050	_TEAD4_MA0809.1	7.69736	-	1	10870488	10872971	Interval_207	0	+	0.01064	0.03416	0.03076	0.01541	0	0	0	0	-0.57733	-0.50686	-0.13724	0.07047	0.44009	0.36962
1	12292028	12292038	_TEAD4_MA0809.1	7.69267	-	1	12291631	12292103	Interval_216	0	+	0.07915	0.03235	0.06316	0.1912	0	0	0	0	0.74271	0.21337	-0.97336	-0.52934	-1.71607	-1.18673
1	12424709	12424719	_TEAD4_MA0809.1	7.72203	-	1	12424565	12424986	Interval_223	0	+	0.07901	0.03319	0.06174	0.07662	0	0	0	0	0.72365	0.2322	0.02999	-0.49144	-0.69365	-0.20221
1	12433556	12433566	_TEAD4_MA0809.1	7.52853	+	1	12433428	12434437	Interval_224	0	+	0.11073	0.04385	0.07211	0.11012	0	0	0	0	0.86838	0.43664	0.00596	-0.43174	-0.86242	-0.43068
1	12658338	12658348	_TEAD4_MA0809.1	8.25338	+	1	12658003	12658785	Interval_227	0	+	0.04991	0.0321	0.06853	0.08255	0	0	0	0	0.33017	-0.2796	-0.45931	-0.60977	-0.78948	-0.17971
1	12991394	12991404	_TEAD4_MA0809.1	7.96283	+	1	12990338	12993223	Interval_231	0	+	0.08337	0.05509	0.08578	0.1707	0	0	0	0	0.38579	-0.02856	-0.78624	-0.41435	-1.17202	-0.75768
1	13291391	13291401	_TEAD4_MA0809.1	7.81932	-	1	13291286	13294090	Interval_245	0	+	0.05218	0.10562	0.05794	0.09519	0	0	0	0	-0.67644	-0.09014	-0.567	0.5863	0.10944	-0.47686
1	13291414	13291424	_TEAD4_MA0809.1	8.10986	+	1	13291286	13294090	Interval_245	0	+	0.05443	0.05816	0.0568	0.0907	0	0	0	0	-0.05759	-0.03686	-0.48132	0.02073	-0.42373	-0.44446
1	13301268	13301278	_TEAD4_MA0809.1	7.78515	+	1	13301192	13302570	Interval_246	0	+	0.17095	0.09275	0.07045	0.27318	0	0	0	0	0.67985	0.95156	-0.57651	0.27171	-1.25636	-1.52807
1	13305628	13305638	_TEAD4_MA0809.1	8.3321	-	1	13304564	13305764	Interval_247	0	+	0.52524	0.24872	0.28916	0.49235	1	0	0	1	0.9762	0.78532	0.08694	-0.19088	-0.88926	-0.69838
1	13457111	13457121	_TEAD4_MA0809.1	8.3593	+	1	13456530	13457575	Interval_259	0	+	0.52611	0.33236	0.21696	0.46677	1	1	0	1	0.60818	1.14833	0.1606	0.54015	-0.44757	-0.98772
1	13623481	13623491	_TEAD4_MA0809.1	7.78467	+	1	13623244	13623860	Interval_264	0	+	0.0408	0.0557	0.01868	0.06098	0	0	0	0	-0.25233	0.48146	-0.33212	0.7338	-0.07979	-0.81358
1	15051515	15051525	_TEAD4_MA0809.1	8.3321	-	1	15051027	15051901	Interval_276	0	+	0.08759	0.11432	0.12494	0.05784	0	0	0	0	-0.2801	-0.37785	0.39305	-0.09776	0.67315	0.77091
1	15564166	15564176	_TEAD4_MA0809.1	8.05531	-	1	15563521	15564922	Interval_280	0	+	0.08	0.03986	0.10009	0.08027	0	0	0	0	0.6052	-0.22833	-0.00332	-0.83353	-0.60852	0.22501
1	15631518	15631528	_TEAD4_MA0809.1	8.29145	-	1	15630861	15632027	Interval_285	0	+	0.34477	0.37684	0.34767	0.23205	1	1	1	0	-0.11632	-0.01091	0.50458	0.10541	0.62091	0.5155
1	15631622	15631632	_TEAD4_MA0809.1	8.29145	+	1	15630861	15632027	Interval_285	0	+	0.11604	0.14547	0.08945	0.08949	0	0	0	0	-0.25351	0.27503	0.27458	0.52855	0.52809	-0.00046
1	15936660	15936670	_TEAD4_MA0809.1	7.80539	-	1	15936424	15939057	Interval_294	0	+	0.48361	0.21691	0.09725	0.48739	1	0	0	1	1.03543	1.95404	-0.01043	0.9186	-1.04587	-1.96447
1	15936871	15936881	_TEAD4_MA0809.1	7.96283	+	1	15936424	15939057	Interval_294	0	+	0.61877	0.43585	0.12905	0.76948	1	1	0	1	0.47167	1.98056	-0.29838	1.50888	-0.77006	-2.27894
1	16023568	16023578	_TEAD4_MA0809.1	8.8723	-	1	16023382	16023628	Interval_297	0	+	0.03584	0.11286	0.09524	0.0196	0	0	0	0	-1.03922	-0.85897	0.36304	0.18026	1.40227	1.22201
1	16106426	16106436	_TEAD4_MA0809.1	8.2647	-	1	16104023	16106512	Interval_301	0	+	0.2548	0.29644	0.22598	0.19716	0	0	0	0	-0.19235	0.14994	0.3173	0.34229	0.50965	0.16735
1	16162039	16162049	_TEAD4_MA0809.1	8.08266	+	1	16161479	16162319	Interval_310	0	+	0.34005	0.14313	0.12402	0.4496	1	0	0	1	1.06506	1.22671	-0.36785	0.16165	-1.43291	-1.59456
1	16228894	16228904	_TEAD4_MA0809.1	8.11202	+	1	16227823	16229721	Interval_317	0	+	1.12028	0.76667	0.77737	1.25408	1	1	1	1	0.52598	0.5069	-0.15782	-0.01908	-0.6838	-0.66472
1	16229340	16229350	_TEAD4_MA0809.1	9.13564	+	1	16227823	16229721	Interval_317	0	+	0.09779	0.13963	0.10126	0.14175	0	0	0	0	-0.38962	-0.03663	-0.40682	0.35299	-0.0172	-0.37019
1	16796129	16796139	_TEAD4_MA0809.1	7.53717	-	1	16796025	16798580	Interval_338	0	+	0.04939	0.04372	0.03252	0.03518	0	0	0	0	0.09776	0.3128	0.25875	0.21505	0.161	-0.05405
1	16889890	16889900	_TEAD4_MA0809.1	7.84867	+	1	16888960	16890429	Interval_339	0	+	0.92989	0.63464	0.30937	1.10305	1	1	1	1	0.52556	1.48062	-0.23764	0.95506	-0.7632	-1.71826
1	16889945	16889955	_TEAD4_MA0809.1	7.84867	+	1	16888960	16890429	Interval_339	0	+	0.79737	0.49154	0.33002	0.80169	1	1	1	1	0.65852	1.18448	-0.00745	0.52597	-0.66597	-1.19193
1	16889976	16889986	_TEAD4_MA0809.1	8.38218	+	1	16888960	16890429	Interval_339	0	+	0.77906	0.51766	0.34843	0.80299	1	1	1	1	0.55694	1.0819	-0.04169	0.52496	-0.59863	-1.12359
1	16903344	16903354	_TEAD4_MA0809.1	7.71988	+	1	16903312	16903658	Interval_340	0	+	0.03784	0.15684	0.19493	0.05425	0	0	0	0	-1.37114	-1.62977	-0.28547	-0.25863	1.08566	1.3443
1	17007867	17007877	_TEAD4_MA0809.1	8.83165	+	1	17007047	17009080	Interval_341	0	+	0.04305	0.0307	0.03053	0.0835	0	0	0	0	0.24123	0.24485	-0.58912	0.00362	-0.83035	-0.83397
1	17096893	17096903	_TEAD4_MA0809.1	7.96283	-	1	17096648	17098269	Interval_342	0	+	0.57081	0.28602	0.33472	0.62278	1	0	1	1	0.91167	0.70917	-0.11834	-0.2025	-1.03001	-0.8275
1	17489554	17489564	_TEAD4_MA0809.1	8.3321	+	1	17488903	17490684	Interval_349	0	+	2.12149	1.51038	1.05044	1.76978	1	1	1	1	0.48015	0.98898	0.25658	0.50883	-0.22357	-0.7324
1	17489948	17489958	_TEAD4_MA0809.1	7.75795	-	1	17488903	17490684	Interval_349	0	+	0.35302	0.40724	0.38817	0.43635	1	1	1	1	-0.18772	-0.12444	-0.27926	0.06328	-0.09154	-0.15481
1	17490340	17490350	_TEAD4_MA0809.1	8.35282	+	1	17488903	17490684	Interval_349	0	+	0.70706	0.27371	0.1811	0.8566	1	0	0	1	1.25943	1.7697	-0.26416	0.51027	-1.52359	-2.03386
1	17506833	17506843	_TEAD4_MA0809.1	8.08266	+	1	17506106	17507343	Interval_351	0	+	0.32537	0.71859	0.44124	0.36622	1	1	1	1	-1.05982	-0.40012	-0.15404	0.6597	0.90578	0.24608
1	17506909	17506919	_TEAD4_MA0809.1	8.50304	+	1	17506106	17507343	Interval_351	0	+	0.43111	0.72587	0.50386	0.42334	1	1	1	1	-0.7044	-0.20834	0.02414	0.49606	0.72854	0.23248
1	18524640	18524650	_TEAD4_MA0809.1	8.25338	+	1	18524493	18524909	Interval_358	0	+	0.0529	0.08432	0.094	0.03719	0	0	0	0	-0.43178	-0.54239	0.27657	-0.11061	0.70834	0.81895
1	19862796	19862806	_TEAD4_MA0809.1	8.31866	-	1	19862753	19863811	Interval_368	0	+	0.04601	0.01283	0.06696	0.05679	0	0	0	0	0.73447	-0.32413	-0.17584	-1.05859	-0.9103	0.14829
1	19906905	19906915	_TEAD4_MA0809.1	7.69736	-	1	19906178	19907114	Interval_371	0	+	0.10727	0.0611	0.08705	0.18509	0	0	0	0	0.55571	0.2176	-0.62183	-0.33812	-1.17754	-0.83942
1	19930644	19930654	_TEAD4_MA0809.1	8.31866	+	1	19930198	19930698	Interval_372	0	+	0.0142	0.0672	0.06661	0.02417	0	0	0	0	-1.02291	-1.01473	-0.25596	0.00818	0.76694	0.75876
1	20848790	20848800	_TEAD4_MA0809.1	7.99219	+	1	20847908	20848985	Interval_387	0	+	0.03709	0.0587	0.0512	0.02789	0	0	0	0	-0.36855	-0.25101	0.19085	0.11754	0.55941	0.44187
1	20872366	20872376	_TEAD4_MA0809.1	7.99219	+	1	20870715	20872881	Interval_390	0	+	0.06018	0.08352	0.13081	0.1021	0	0	0	0	-0.31009	-0.78712	-0.51669	-0.47703	-0.2066	0.27043
1	21245145	21245155	_TEAD4_MA0809.1	8.3593	-	1	21243695	21245177	Interval_410	0	+	0.07515	0.07667	0.09102	0.09379	0	0	0	0	-0.0194	-0.19069	-0.22154	-0.1713	-0.20214	-0.03085
1	21328377	21328387	_TEAD4_MA0809.1	7.7517	+	1	21326710	21329318	Interval_419	0	+	0.04246	0.1145	0.10679	0.03528	0	0	0	0	-0.92967	-0.8544	0.13635	0.07527	1.06602	0.99075
1	21328897	21328907	_TEAD4_MA0809.1	8.2647	+	1	21326710	21329318	Interval_419	0	+	0.02435	0.02584	0.06318	0.01812	0	0	0	0	-0.03453	-0.70604	0.15407	-0.67151	0.18861	0.86011
1	21343689	21343699	_TEAD4_MA0809.1	8.04801	-	1	21343580	21345680	Interval_421	0	+	0.0754	0.06251	0.12488	0.11191	0	0	0	0	0.17547	-0.52567	-0.40531	-0.70114	-0.58078	0.12036
1	21344974	21344984	_TEAD4_MA0809.1	7.80539	+	1	21343580	21345680	Interval_421	0	+	1.17465	0.79442	0.80173	1.37568	1	1	1	1	0.54324	0.53061	-0.22144	-0.01263	-0.76467	-0.75205
1	21345021	21345031	_TEAD4_MA0809.1	8.36146	-	1	21343580	21345680	Interval_421	0	+	1.05966	0.8821	0.7805	1.0592	1	1	1	1	0.25478	0.42376	0.00061	0.16897	-0.25418	-0.42315
1	21470747	21470757	_TEAD4_MA0809.1	8.56831	+	1	21470293	21471760	Interval_423	0	+	0.23912	0.23235	0.1185	0.23667	0	0	0	0	0.03579	0.82775	0.01285	0.79196	-0.02294	-0.8149
1	21500781	21500791	_TEAD4_MA0809.1	8.00135	+	1	21499568	21500925	Interval_425	0	+	0.05335	0.12951	0.04633	0.18316	0	0	0	0	-0.88087	0.11648	-1.28349	0.99735	-0.40261	-1.39997
1	21672734	21672744	_TEAD4_MA0809.1	8.89302	-	1	21672417	21674236	Interval_432	0	+	0.13448	0.05377	0.03895	0.15174	0	0	0	0	0.91659	1.17327	-0.13824	0.25668	-1.05483	-1.31151
1	21672794	21672804	_TEAD4_MA0809.1	8.64337	+	1	21672417	21674236	Interval_432	0	+	0.05917	0.03978	0.02154	0.06915	0	0	0	0	0.32427	0.71466	-0.14223	0.3904	-0.46649	-0.85689
1	21673585	21673595	_TEAD4_MA0809.1	7.7517	+	1	21672417	21674236	Interval_432	0	+	0.01874	0.0227	0.06708	0.03278	0	0	0	0	-0.09875	-0.89903	-0.32329	-0.80028	-0.22454	0.57574
