TFBS_chr	TFBS_start	TFBS_end	TFBS_name	TFBS_score	TFBS_strand	peak_chr	peak_start	peak_end	additional_1	additional_2	additional_3	WT_Stem_footprints_score	AhRKO_Diff_footprints_score	WT_Diff_footprints_score	AhRKO_Stem_footprints_score	WT_Stem_footprints_bound	AhRKO_Diff_footprints_bound	WT_Diff_footprints_bound	AhRKO_Stem_footprints_bound	WT_Stem_footprints_AhRKO_Diff_footprints_log2fc	WT_Stem_footprints_WT_Diff_footprints_log2fc	WT_Stem_footprints_AhRKO_Stem_footprints_log2fc	AhRKO_Diff_footprints_WT_Diff_footprints_log2fc	AhRKO_Diff_footprints_AhRKO_Stem_footprints_log2fc	WT_Diff_footprints_AhRKO_Stem_footprints_log2fc
1	21345133	21345139	_AhrArnt_MA0006.1	7.39881	-	1	21343580	21345680	Interval_421	0	+	0.82059	0.59242	0.57425	0.7784	1	1	1	1	0.44617	0.48842	0.07277	0.04225	-0.3734	-0.41565
1	23860737	23860743	_AhrArnt_MA0006.1	7.39881	-	1	23860575	23861589	Interval_478	0	+	0.01849	0.0615	0.08452	0.0189	0	0	0	0	-0.82613	-1.12869	-0.01059	-0.30257	0.81554	1.1181
1	24067902	24067908	_AhrArnt_MA0006.1	7.39881	+	1	24067261	24068023	Interval_493	0	+	0.0476	0.01903	0.04307	0.03576	0	0	0	0	0.5931	0.07925	0.21708	-0.51386	-0.37602	0.13783
1	24107464	24107470	_AhrArnt_MA0006.1	7.39881	+	1	24107437	24108672	Interval_497	0	+	0.31505	0.31023	0.42246	0.30048	1	1	1	0	0.01988	-0.38401	0.06095	-0.40389	0.04107	0.44496
1	31255689	31255695	_AhrArnt_MA0006.1	7.39881	+	1	31254857	31256022	Interval_544	0	+	0.04625	0.15005	0.13406	0.04666	0	0	0	0	-1.1664	-1.03759	-0.00707	0.12881	1.15933	1.03052
1	33583154	33583160	_AhrArnt_MA0006.1	7.39881	+	1	33582922	33584589	Interval_576	0	+	0.20969	0.08627	0.09176	0.14054	0	0	0	0	0.99996	0.93718	0.4742	-0.06278	-0.52576	-0.46298
1	33754453	33754459	_AhrArnt_MA0006.1	7.39881	+	1	33753827	33755213	Interval_585	0	+	0.31838	0.13447	0.24056	0.34524	1	0	0	1	1.05073	0.35639	-0.10507	-0.69434	-1.1558	-0.46146
1	33756802	33756808	_AhrArnt_MA0006.1	7.39881	+	1	33756109	33758501	Interval_587	0	+	0.05506	0.06889	0.13164	0.05726	0	0	0	0	-0.2016	-0.87219	-0.03401	-0.67059	0.16759	0.83818
1	33814200	33814206	_AhrArnt_MA0006.1	7.39881	-	1	33813461	33814988	Interval_588	0	+	0.53163	0.35779	0.3169	0.62448	1	1	1	1	0.52623	0.68391	-0.21815	0.15768	-0.74438	-0.90206
1	33814459	33814465	_AhrArnt_MA0006.1	7.39881	+	1	33813461	33814988	Interval_588	0	+	1.13963	0.70355	0.86697	1.51938	1	1	1	1	0.66788	0.38026	-0.40349	-0.28762	-1.07137	-0.78374
1	33814471	33814477	_AhrArnt_MA0006.1	7.39881	-	1	33813461	33814988	Interval_588	0	+	1.13963	0.70355	0.91898	1.51938	1	1	1	1	0.66788	0.29956	-0.40349	-0.36831	-1.07137	-0.70305
1	34467998	34468004	_AhrArnt_MA0006.1	7.39881	+	1	34467281	34468606	Interval_624	0	+	0.11063	0.06416	0.0933	0.08647	0	0	0	0	0.54465	0.17995	0.25753	-0.3647	-0.28712	0.07758
1	34750581	34750587	_AhrArnt_MA0006.1	7.39881	+	1	34749299	34751028	Interval_638	0	+	0.04614	0.10329	0.06374	0.03541	0	0	0	0	-0.75369	-0.27655	0.19895	0.47715	0.95265	0.4755
1	34842446	34842452	_AhrArnt_MA0006.1	7.39881	-	1	34841595	34843712	Interval_646	0	+	0.17571	0.20995	0.15845	0.18035	0	0	0	0	-0.21518	0.12199	-0.03111	0.33718	0.18407	-0.1531
1	34843345	34843351	_AhrArnt_MA0006.1	7.39881	+	1	34841595	34843712	Interval_646	0	+	0.23155	0.31909	0.47993	0.24159	0	1	1	0	-0.40684	-0.94438	-0.05292	-0.53753	0.35392	0.89145
1	35004204	35004210	_AhrArnt_MA0006.1	7.39881	+	1	35004015	35004245	Interval_652	0	+	0.00314	0.09305	0.07063	0.00178	0	0	0	0	-1.69208	-1.41946	0.04953	0.27263	1.74161	1.46899
1	35014205	35014211	_AhrArnt_MA0006.1	7.39881	-	1	35014132	35014607	Interval_653	0	+	0.00415	0.03569	0.06425	0.00539	0	0	0	0	-0.81849	-1.29571	-0.04267	-0.47722	0.77582	1.25304
1	35717886	35717892	_AhrArnt_MA0006.1	7.39881	-	1	35717518	35717943	Interval_668	0	+	0.04727	0.08767	0.15462	0.02657	0	0	0	0	-0.56416	-1.18366	0.4058	-0.6195	0.96996	1.58946
1	35862577	35862583	_AhrArnt_MA0006.1	7.39881	+	1	35862368	35863090	Interval_675	0	+	0.07599	0.20414	0.11432	0.09355	0	0	0	0	-1.09262	-0.4209	-0.20814	0.67171	0.88448	0.21276
1	35871241	35871247	_AhrArnt_MA0006.1	7.39881	-	1	35871175	35871984	Interval_676	0	+	0.02572	0.08363	0.07476	0.02367	0	0	0	0	-0.94187	-0.83183	0.04782	0.11004	0.98969	0.87965
1	36077223	36077229	_AhrArnt_MA0006.1	7.39881	-	1	36077215	36077436	Interval_691	0	+	0.03451	0.06498	0.19257	0.05212	0	0	0	0	-0.51113	-1.68055	-0.31698	-1.16942	0.19415	1.36357
1	36087723	36087729	_AhrArnt_MA0006.1	7.39881	-	1	36087238	36090764	Interval_694	0	+	0.06192	0.14453	0.14098	0.06989	0	0	0	0	-0.87484	-0.84637	-0.11162	0.02847	0.76321	0.73475
1	36088083	36088089	_AhrArnt_MA0006.1	7.39881	+	1	36087238	36090764	Interval_694	0	+	0.0821	0.17395	0.16298	0.06653	0	0	0	0	-0.8239	-0.74692	0.20184	0.07699	1.02574	0.94876
1	36089317	36089323	_AhrArnt_MA0006.1	7.39881	+	1	36087238	36090764	Interval_694	0	+	0.06615	0.07555	0.10917	0.06283	0	0	0	0	-0.12564	-0.50226	0.04713	-0.37662	0.17277	0.54939
1	36271667	36271673	_AhrArnt_MA0006.1	7.39881	-	1	36271576	36276380	Interval_715	0	+	0.32414	0.48412	0.47445	0.28034	1	1	1	0	-0.52887	-0.50185	0.18644	0.02701	0.71531	0.68829
1	36273508	36273514	_AhrArnt_MA0006.1	7.39881	-	1	36271576	36276380	Interval_715	0	+	0.85458	1.02275	0.8432	0.76734	1	1	1	1	-0.24925	0.01853	0.14853	0.26778	0.39778	0.13
1	36307786	36307792	_AhrArnt_MA0006.1	7.39881	+	1	36307382	36309917	Interval_719	0	+	1.12601	1.22461	1.01461	1.14239	1	1	1	1	-0.11739	0.14524	-0.02017	0.26263	0.09721	-0.16542
1	36307916	36307922	_AhrArnt_MA0006.1	7.39881	+	1	36307382	36309917	Interval_719	0	+	0.37434	0.30077	0.23128	0.35801	1	1	0	1	0.28417	0.6163	0.05842	0.33213	-0.22575	-0.55788
1	36458169	36458175	_AhrArnt_MA0006.1	7.39881	+	1	36457035	36458238	Interval_726	0	+	0.03284	0.03327	0.04078	0.04978	0	0	0	0	-0.00884	-0.15502	-0.31268	-0.14618	-0.30384	-0.15766
1	36518214	36518220	_AhrArnt_MA0006.1	7.39881	-	1	36517829	36518445	Interval_734	0	+	0.05031	0.03701	0.08669	0.04965	0	0	0	0	0.23796	-0.50175	0.01093	-0.73972	-0.22704	0.51268
1	36577109	36577115	_AhrArnt_MA0006.1	7.39881	-	1	36577041	36577723	Interval_740	0	+	0.03383	0.12526	0.13213	0.03054	0	0	0	0	-1.19408	-1.25385	0.06846	-0.05977	1.26255	1.32232
1	36603475	36603481	_AhrArnt_MA0006.1	7.39881	+	1	36603454	36604980	Interval_743	0	+	0.06085	0.14629	0.12702	0.06695	0	0	0	0	-0.90441	-0.7443	-0.08711	0.16011	0.8173	0.65719
1	36604606	36604612	_AhrArnt_MA0006.1	7.39881	+	1	36603454	36604980	Interval_743	0	+	0.04283	0.14584	0.20421	0.0417	0	0	0	0	-1.19399	-1.5934	0.02053	-0.39941	1.21452	1.61393
1	36611645	36611651	_AhrArnt_MA0006.1	7.39881	-	1	36611148	36611760	Interval_744	0	+	0.04958	0.12889	0.1847	0.04209	0	0	0	0	-0.93688	-1.35492	0.13029	-0.41804	1.06717	1.48521
1	36647855	36647861	_AhrArnt_MA0006.1	7.39881	-	1	36647628	36648252	Interval_746	0	+	0.07814	0.35572	0.4224	0.05679	0	1	1	0	-1.76873	-1.9949	0.29544	-0.22617	2.06417	2.29033
1	36840219	36840225	_AhrArnt_MA0006.1	7.39881	-	1	36839851	36841370	Interval_760	0	+	0.02694	0.06037	0.12356	0.03152	0	0	0	0	-0.60555	-1.3262	-0.09957	-0.72065	0.50598	1.22663
1	36978388	36978394	_AhrArnt_MA0006.1	7.39881	+	1	36977812	36979675	Interval_784	0	+	0.0637	0.08222	0.0843	0.0464	0	0	0	0	-0.24322	-0.26814	0.27148	-0.02492	0.5147	0.53962
1	37029465	37029471	_AhrArnt_MA0006.1	7.39881	-	1	37029085	37031712	Interval_788	0	+	0.37091	0.2632	0.2114	0.45548	1	0	0	1	0.44213	0.71523	-0.27172	0.2731	-0.71385	-0.98695
1	37041634	37041640	_AhrArnt_MA0006.1	7.39881	+	1	37040809	37042411	Interval_790	0	+	0.08882	0.25362	0.28192	0.07679	0	0	0	0	-1.20676	-1.34075	0.1448	-0.13399	1.35156	1.48555
1	37041761	37041767	_AhrArnt_MA0006.1	7.39881	+	1	37040809	37042411	Interval_790	0	+	0.04778	0.09806	0.09582	0.02724	0	0	0	0	-0.67082	-0.64672	0.3994	0.0241	1.07022	1.04612
1	37475616	37475622	_AhrArnt_MA0006.1	7.39881	-	1	37472808	37476382	Interval_811	0	+	0.07383	0.0637	0.10681	0.08157	0	0	0	0	0.13808	-0.37535	-0.09726	-0.51343	-0.23534	0.27809
1	37476348	37476354	_AhrArnt_MA0006.1	7.39881	-	1	37472808	37476382	Interval_811	0	+	0.05198	0.08351	0.09762	0.12729	0	0	0	0	-0.43694	-0.59648	-0.88353	-0.15954	-0.44659	-0.28705
1	37491116	37491122	_AhrArnt_MA0006.1	7.39881	+	1	37490469	37492576	Interval_813	0	+	0.02307	0.0524	0.07209	0.04128	0	0	0	0	-0.5724	-0.85912	-0.38113	-0.28672	0.19127	0.47799
1	37492232	37492238	_AhrArnt_MA0006.1	7.39881	-	1	37490469	37492576	Interval_813	0	+	0.03924	0.0562	0.07835	0.06163	0	0	0	0	-0.28924	-0.5964	-0.37081	-0.30715	-0.08156	0.22559
1	37632792	37632798	_AhrArnt_MA0006.1	7.39881	+	1	37630463	37632879	Interval_834	0	+	0.02457	0.05161	0.10668	0.04669	0	0	0	0	-0.52413	-1.22047	-0.44186	-0.69634	0.08226	0.77861
1	37883707	37883713	_AhrArnt_MA0006.1	7.39881	-	1	37883579	37884735	Interval_849	0	+	0.01243	0.04119	0.04999	0.01931	0	0	0	0	-0.65992	-0.8135	-0.18745	-0.15357	0.47248	0.62605
1	37976650	37976656	_AhrArnt_MA0006.1	7.39881	-	1	37976594	37977214	Interval_856	0	+	0.05565	0.17736	0.10856	0.05849	0	0	0	0	-1.20879	-0.65087	-0.04349	0.55793	1.16531	0.60738
1	37983913	37983919	_AhrArnt_MA0006.1	7.39881	+	1	37983833	37984017	Interval_857	0	+	0.02099	0.05301	0.07071	0.0226	0	0	0	0	-0.6329	-0.89149	-0.0394	-0.25858	0.5935	0.85208
1	38108954	38108960	_AhrArnt_MA0006.1	7.39881	-	1	38108864	38110683	Interval_865	0	+	0.04465	0.05768	0.08055	0.13677	0	0	0	0	-0.21323	-0.52491	-1.08819	-0.31168	-0.87497	-0.56328
1	38129743	38129749	_AhrArnt_MA0006.1	7.39881	-	1	38128495	38130363	Interval_869	0	+	1.48244	1.86294	2.79252	1.34132	1	1	1	1	-0.32238	-0.89695	0.14061	-0.57456	0.463	1.03756
1	38355039	38355045	_AhrArnt_MA0006.1	7.39881	-	1	38354745	38355694	Interval_872	0	+	0.01748	0.01875	0.03279	0.00864	0	0	0	0	-0.03315	-0.35639	0.25463	-0.32324	0.28778	0.61102
1	38355085	38355091	_AhrArnt_MA0006.1	7.39881	-	1	38354745	38355694	Interval_872	0	+	0.01785	0.01902	0.05799	0.00879	0	0	0	0	-0.03036	-0.79055	0.25965	-0.76019	0.29001	1.0502
1	39186412	39186418	_AhrArnt_MA0006.1	7.39881	+	1	39186294	39187693	Interval_891	0	+	0.05604	0.14011	0.15872	0.05384	0	0	0	0	-0.92757	-1.0716	0.03446	-0.14402	0.96204	1.10606
1	39192152	39192158	_AhrArnt_MA0006.1	7.39881	-	1	39191641	39197461	Interval_892	0	+	0.06834	0.17521	0.11633	0.07072	0	0	0	0	-1.00936	-0.54092	-0.03219	0.46845	0.97718	0.50873
1	39194347	39194353	_AhrArnt_MA0006.1	7.39881	+	1	39191641	39197461	Interval_892	0	+	0.20816	0.24645	0.20826	0.22711	0	0	0	0	-0.20925	-0.00059	-0.10735	0.20866	0.1019	-0.10676
1	39196722	39196728	_AhrArnt_MA0006.1	7.39881	-	1	39191641	39197461	Interval_892	0	+	0.24559	0.19191	0.25724	0.26529	0	0	0	0	0.30374	-0.05825	-0.09717	-0.36199	-0.40091	-0.03892
1	39235191	39235197	_AhrArnt_MA0006.1	7.39881	+	1	39234916	39236325	Interval_894	0	+	1.04695	0.95593	0.58294	1.09254	1	1	1	1	0.12652	0.80594	-0.05943	0.67943	-0.18594	-0.86537
1	39240839	39240845	_AhrArnt_MA0006.1	7.39881	-	1	39240446	39241891	Interval_896	0	+	0.19995	0.13677	0.18578	0.17794	0	0	0	0	0.44706	0.0889	0.14055	-0.35816	-0.30651	0.05165
1	39410320	39410326	_AhrArnt_MA0006.1	7.39881	+	1	39410319	39410773	Interval_909	0	+	0.03354	0.05934	0.13351	0.02454	0	0	0	0	-0.44884	-1.27147	0.19645	-0.82263	0.64529	1.46792
1	39894851	39894857	_AhrArnt_MA0006.1	7.39881	-	1	39894832	39895663	Interval_931	0	+	0.02487	0.04459	0.06097	0.02999	0	0	0	0	-0.39827	-0.66176	-0.11443	-0.26349	0.28385	0.54733
1	40229936	40229942	_AhrArnt_MA0006.1	7.39881	-	1	40229898	40230248	Interval_945	0	+	0.05048	0.06365	0.11619	0.01643	0	0	0	0	-0.20199	-0.80719	0.70966	-0.60521	0.91165	1.51686
1	40266459	40266465	_AhrArnt_MA0006.1	7.39881	+	1	40266114	40267480	Interval_946	0	+	0.23062	0.34247	0.22419	0.1534	0	1	0	0	-0.50355	0.03507	0.49081	0.53862	0.99436	0.45575
1	40633448	40633454	_AhrArnt_MA0006.1	7.39881	+	1	40631042	40633491	Interval_966	0	+	0.14231	0.16014	0.13427	0.17613	0	0	0	0	-0.13665	0.06612	-0.24908	0.20278	-0.11243	-0.3152
1	40657056	40657062	_AhrArnt_MA0006.1	7.39881	+	1	40657030	40659273	Interval_968	0	+	0.03424	0.17187	0.1189	0.03677	0	0	0	0	-1.54976	-1.12815	-0.05024	0.42162	1.49953	1.07791
1	40658616	40658622	_AhrArnt_MA0006.1	7.39881	+	1	40657030	40659273	Interval_968	0	+	0.02877	0.08512	0.08763	0.0331	0	0	0	0	-0.89122	-0.92053	-0.09177	-0.02931	0.79945	0.82876
1	40658764	40658770	_AhrArnt_MA0006.1	7.39881	-	1	40657030	40659273	Interval_968	0	+	0.01821	0.03882	0.06791	0.03389	0	0	0	0	-0.45654	-0.92422	-0.35975	-0.46768	0.09679	0.56447
1	40790718	40790724	_AhrArnt_MA0006.1	7.39881	+	1	40789870	40791160	Interval_979	0	+	0.62588	0.81158	1.06582	0.65994	1	1	1	1	-0.35623	-0.73424	-0.07227	-0.37801	0.28396	0.66197
1	40798124	40798130	_AhrArnt_MA0006.1	7.39881	+	1	40797306	40798945	Interval_980	0	+	0.01135	0.05914	0.09872	0.00432	0	0	0	0	-0.98931	-1.48605	0.22589	-0.49674	1.21519	1.71194
1	40798551	40798557	_AhrArnt_MA0006.1	7.39881	+	1	40797306	40798945	Interval_980	0	+	0.01375	0.06724	0.0878	0.02644	0	0	0	0	-1.03616	-1.29551	-0.3211	-0.25935	0.71506	0.97441
1	42694591	42694597	_AhrArnt_MA0006.1	7.39881	-	1	42694186	42696752	Interval_997	0	+	0.01918	0.03502	0.06054	0.014	0	0	0	0	-0.35746	-0.79424	0.13915	-0.43678	0.49661	0.93339
